Scenario,Thought,Distortion Type,label
"Thật không may, bạn vừa được chẩn đoán mắc bệnh tâm thần.","Anh ta có phải đang nhìn chằm chằm vào tôi không! Tại sao anh ta cứ nhìn chằm chằm vào tôi, có phải anh ta biết tôi bị bệnh rồi nên đang chế nhạo tôi không?",Mind Reading,1
"Bạn ở công ty, Tiểu Trương vô tình làm cà phê văng vào người bạn.","Cà phê không văng vào người khác mà lại văng vào người tôi, Tiểu Trương có phải có ý kiến gì với tôi không?",Mind Reading,1
"Bạn học rất kém, dù đã rất cố gắng nhưng kết quả vẫn không lý tưởng.","Tôi quá ngu ngốc, dù tôi có cố gắng đến mấy cũng không học tốt được.",Overgeneralization,1
Tài liệu ôn tập bạn chuẩn bị hoàn toàn không khớp với đề thi.,"Tôi đã nghe giảng quá không nghiêm túc, cũng không hỏi bạn bè, cứ nghĩ đương nhiên mà bắt đầu ôn tập, tất cả là tại tôi không đủ tận tâm. Tôi luôn mắc những lỗi như vậy, thực sự là hết thuốc chữa rồi.",Personalization,1
Bạn phát hiện ra bạn cùng phòng dường như đang âm thầm cạnh tranh với bạn.,"Sau khi phát hiện cô ấy đang âm thầm cạnh tranh với tôi, tôi cũng không thể kiểm soát được sự lo lắng, như thể đã nhìn thấy cảnh bị cô ấy vượt qua.",Fortune-telling,1
"Bố mẹ luôn so sánh bạn với những đứa trẻ khác, bạn cảm thấy rất khó chịu.","Nếu thích con nhà người ta đến vậy, thì cứ trực tiếp làm bố mẹ của chúng đi. Chắc chắn tôi không phải là đứa con mà họ muốn.",Non-distorted,0
"Để giúp đứa trẻ này cải thiện thành tích, bạn đã kèm cặp một thời gian, đứa trẻ đạt 70 điểm, bạn vẫn không hài lòng với kết quả này.","Anh ấy đã học lâu như vậy mà tiến bộ không cao, tôi hơi nản lòng, không biết phải làm sao để điểm số của anh ấy tăng lên nhiều hơn.",Non-distorted,0
"Trong một hoặc hai tháng qua, tôi thức dậy ít nhất một lần mỗi tuần vì đau lưng.","Tôi mỗi sáng đều không có tinh thần, giáo viên lại mắng tôi tại sao lại ngủ gật trong lớp, họ chắc chắn nghĩ tôi là một học sinh xấu hay thức khuya, tôi cảm thấy bị hiểu lầm và rất ấm ức.",Mind Reading,1
"Sáng ngủ dậy, định ngủ thêm một lúc, dậy thì phát hiện bị muộn.","Dù sao tôi cũng là người không tự giác, sau này tôi sẽ không dậy sớm nữa.",All-or-Nothing Thinking,1
"Bạn có một người bạn thân thiết được hai năm, nhưng mấy tuần gần đây không liên lạc với bạn.",Không có gì có thể làm cho nó tốt hơn. Trái tim tôi như bị bao phủ bởi những bóng ma đen tối của quá khứ. Nó đã hút cạn niềm vui của tôi; nó đã hút cạn tia sáng của tôi.,Emotional Reasoning,1
"Khi còn nhỏ, bạn đã bị một người xâm hại, bạn vẫn luôn canh cánh trong lòng.","Làm cho thế giới tốt đẹp hơn là trách nhiệm tôi phải gánh vác, thông qua mạng xã hội để nhiều người hơn quan tâm đến vấn đề này, bảo vệ nhiều đứa trẻ hơn khỏi những tổn thương mà tôi đã trải qua.",Non-distorted,0
"Bạn tưởng mình có thể được bảo lưu cao học, nhưng cuối cùng danh sách công bố không có tên bạn.","Dù tôi có cố gắng đến mấy cũng sẽ không có kết quả tốt hơn, tất cả đã hỏng hết rồi, tôi làm gì cũng vô ích.",All-or-Nothing Thinking,1
"Bạn gần đây muốn xem ảnh tốt nghiệp của mình, nhưng bạn tìm mãi không thấy.","Tìm lâu như vậy mà vẫn không thấy ảnh tốt nghiệp, vậy thì những album ảnh, thư từ quý giá khác mà tôi trân trọng chắc chắn cũng không tìm thấy, thật là phiền phức.",Overgeneralization,1
"Giữa dòng xe cộ đông đúc, một chiếc xe vượt lên trước chúng ta.","Thật sự xin lỗi chiếc xe của tôi, để tôi lái thật là uất ức cho nó T_T.",Personalization,1
"Bạn luôn nghĩ mình là nhân viên xuất sắc nhất công ty, nhưng bạn nghe nói ông chủ không nghĩ như vậy.","Dù sao tôi có làm thế nào cũng không được lòng ông ta, thà tôi trở thành một nhân viên tồi tệ trong mắt ông ta.",Fortune-telling,1
"Bạn rất béo, rất mập.","Tôi đã thất bại nhiều lần trong việc giảm cân, tôi chắc chắn cả đời này sẽ không gầy được, không có phương pháp nào có thể giúp tôi giảm cân được nữa. Chắc chắn là như vậy.",Overgeneralization,1
Đồng nghiệp hoặc lãnh đạo lại giao thêm nhiệm vụ công việc mới cho bạn.,"Tôi là người không được lòng, họ có thể muốn làm tôi khó xử bằng cách này, cuối cùng là để tôi nghỉ việc.",Mind Reading,1
"Bạn muốn tổ chức một đám cưới hoành tráng, nhưng phát hiện mình không có tiền để chi trả tiền lễ vật.","Có lẽ anh ấy chê tôi không có tiền nên cố tình đưa ra cách này để làm khó tôi, anh ấy chắc chắn muốn tôi cảm thấy mình không xứng đáng, tôi vẫn nên từ bỏ ý định kết hôn này đi.",Mind Reading,1
"Cấp trên giao cho bạn khối lượng công việc vượt xa khả năng của bạn, bạn cảm thấy quá mệt mỏi.","Xã hội ngày nay thật điên rồ, tất cả các tư bản đều muốn vắt kiệt giá trị của nhân viên một cách vô tận, mỗi ngày giao lượng công việc quá mức, sau đó loại bỏ những người không hoàn thành, cuối cùng tất cả mọi người đều rơi vào vũng lầy cạnh tranh không ngừng, chỉ có các ông chủ là hưởng lợi.",Overgeneralization,1
"Bạn cảm thấy mình chắc chắn sẽ có học bổng, nhưng không may học bổng lại trượt.","Cố gắng một học kỳ mà không nhận được học bổng, xem ra cả đời này tôi cũng sẽ không nhận được học bổng.",Overgeneralization,1
"Chồng bạn bày tỏ sự không hài lòng, nói rằng bạn cả ngày không làm gì cả, chỉ dựa vào anh ấy nuôi.","Chồng mắng tôi như vậy thì tôi phải làm sao đây, nói với bố mẹ chắc chắn sẽ không có ích gì, họ đều khuyên chia tay chứ không khuyên hòa giải, sẽ không thông cảm cho sự vất vả của tôi.",Fortune-telling,1
"Đầu tư thất bại, mất hết tiền tiết kiệm.","Tôi đúng là một thằng ngu, không nhìn ra cái bẫy đó, là một tên khờ khạo đáng bị lừa.",Labeling and Mislabeling,1
"Bạn không phải là một đứa trẻ xinh đẹp, bạn cảm thấy hơi tự ti.","Tôi xấu xí và không hấp dẫn, tôi nghĩ mọi người trong tiềm thức cũng không thể đối xử với tôi như đối xử với người khác.",Mind Reading,1
"Gần đây bạn về nhà muộn, bố bạn nói chuyện với bạn, lời nói có vẻ kích động và tức giận.","Bây giờ tôi rất đau khổ, bố tôi rõ ràng là cố tình làm tôi khó xử.",Mind Reading,1
Bạn gửi nhầm tài liệu cho giáo viên.,"Sao tay nhanh thế, không kiểm tra lại đã gửi đi rồi, làm sao bây giờ, tôi nhất định phải đến tận nơi xin lỗi thầy mới được.",Emotional Reasoning,1
"Gần đây bạn cảm thấy đôi khi đứng lên thì chóng mặt, cảm giác đầu nặng chân nhẹ.","Từ nhỏ đến giờ hình như tôi không thể tránh khỏi mọi trận cúm, có lẽ tôi là loại người như vậy.",Overgeneralization,1
Bạn và bạn cùng phòng gần đây thường xuyên xảy ra mâu thuẫn.,"Anh ấy chính là có ý kiến với tôi, anh ấy chính là cố tình nhắm vào tôi.",Mind Reading,1
"Bạn mua một túi cổ vịt, ăn cổ vịt bị mắc nghẹn ở cổ họng.","Sao tôi cứ gặp phải chuyện như vậy, khó chịu quá, tôi không hợp ăn uống, thà chết đói còn hơn.",Emotional Reasoning,1
Vô tình bị nước sôi làm bỏng tay.,"Ngay cả mì gói cũng bị bỏng tay, tôi đúng là đồ vô dụng.",Labeling and Mislabeling,1
"Bạn phát hiện mình bị u não, rất hoang mang, cảm thấy rất sợ hãi.","Tôi chắc chắn không còn hy vọng nào cả, cuộc đời ngắn ngủi của tôi cứ thế này mà u ám.",All-or-Nothing Thinking,1
"Bạn cảm thấy bạn cùng phòng dường như rất thân thiết mỗi ngày, nhưng bạn không thể hòa nhập.","Sao họ lại hòa hợp đến vậy, sao tôi lại không hòa đồng thế này, tôi không hợp với việc ở chung với người khác.",Overgeneralization,1
"Con chó nhỏ bạn chăm sóc cẩn thận đã qua đời, bạn cảm thấy rất buồn và đau khổ.","Nếu tôi thường xuyên cho chó ăn uống đầy đủ, có lẽ nó đã không chết, tất cả là lỗi của tôi.",Personalization,1
"Vì căng thẳng, sợ hãi, hoặc vì lý do nào đó, bạn nói lắp bắp khi giao tiếp với đồng nghiệp, lãnh đạo.","Tôi thực sự không có cách nào, tôi không thể thay đổi được, tôi đã thử rất nhiều lần rồi, nhưng vẫn không được, có lẽ tôi sẽ mãi mãi như thế này thôi.",Emotional Reasoning,1
"Bạn và người bạn thân nhất cãi nhau, cả hai không ai chịu nhường ai, tuyên bố sẽ tuyệt giao.","Người bạn thân nhất đã phản bội tôi, tôi cảm thấy như bầu trời sắp sập xuống.",All-or-Nothing Thinking,1
"Gần đây bạn bị gãy xương, mỗi lần đều phải nhờ bạn bè đưa xuống lầu, đưa đi học.","Bạn bè của tôi thật tốt với tôi, sau khi tôi lành xương nhất định phải đền đáp họ thật tốt! Tôi sẽ mua đồ ăn ngon cho họ.",Mind Reading,1
"Gần đây vừa được thăng chức, nhưng sợ năng lực của mình không đảm đương được.","Tôi là một kẻ hèn nhát, vô năng lực, không được, không được, tôi không làm được công việc này,還是跟老板说让我回去吧.",Labeling and Mislabeling,1
"Bạn bè rủ bạn đi ăn, nhưng lúc đó bạn đã có hẹn rồi.","Đã cắt đứt thì phải cắt đứt hoàn toàn, dù sao có hòa giải cũng sẽ cãi nhau lại, lần sau chỉ càng gay gắt hơn. Điều này chứng tỏ chúng ta không phải là bạn bè thật sự, chỉ là nhất thời mà thôi.",Overgeneralization,1
"Kết quả thi đã có, điểm trung bình của bạn lại giảm xuống, cố vấn nói rằng bạn có thể bị đuổi học.","Rõ ràng có những bạn học có điểm trung bình thấp hơn, tại sao lại là tôi, cố vấn chắc chắn đã nhận hối lộ của họ.",Mind Reading,1
"Thật không may, gần đây bạn cảm thấy rất khó chịu, vẫn chưa tìm ra bệnh cụ thể.","Chắc là gần đây chưa nghỉ ngơi tốt, cánh tay tôi cũng đang đau nhức vì tập luyện hôm nay.",Non-distorted,0
"Bạn ở công ty, Tiểu Trương vô tình làm cà phê văng vào người bạn.","Tiểu Trương chắc chắn thấy tôi không vừa mắt, cố tình làm như vậy.",Mind Reading,1
Bạn phát hiện ra mình không phải là con ruột của bố mẹ.,"Tôi quá thất bại, tôi ngay cả khi ngủ cũng không thể được an ủi, tôi cảm thấy mình đã rơi xuống đáy. Tôi thà chọn cái chết còn hơn sống như thế này. Tôi quá khó để yêu bản thân.",All-or-Nothing Thinking,1
"Người khác nói bạn trông không được tốt, như thể người khác nợ tiền bạn.","Tôi cũng không thích vẻ ngoài của mình, tôi biết sự tồn tại của người như tôi là sai.",Labeling and Mislabeling,1
"Hỏa hoạn xảy ra, tài sản của bạn bị thiêu rụi.","Tôi vốn đã rất nghèo, cứ thế này thì thế giới của tôi sẽ không tốt đẹp được nữa, tôi sẽ mãi mãi nghèo khổ.",Emotional Reasoning,1
"Gần đây có một chàng trai rất đẹp trai, bạn muốn tỏ tình với anh ấy, nhưng anh ấy và bạn có khoảng cách khá lớn.","Tôi vẫn phải thử, nhưng tôi cảm thấy sẽ thất bại.",Non-distorted,0
"Bố mẹ có vẻ can thiệp quá nhiều vào cuộc sống của bạn, những việc bạn làm gần đây, bố mẹ thường xuyên hỏi han.","Về nhà là cứ bám lấy tôi, lần nào cũng khiến tôi khó chịu, lần sau tôi thực sự không muốn về nữa. Họ chắc chắn cố tình khiến tôi không muốn về nhà, muốn tôi rời xa họ.",Mind Reading,1
"Kết quả thi đã có, điểm trung bình của bạn lại giảm xuống, cố vấn nói rằng bạn có thể bị đuổi học.","Điểm trung bình lại giảm rồi, tôi đã không thấy tương lai của mình nữa rồi, tôi rất sợ hãi, vấn đề này không thể giải quyết được.",Emotional Reasoning,1
"Bạn cảm thấy khả năng diễn đạt của mình rất kém, dễ nói sai.",Tôi thực sự rất sợ nói chuyện với người khác vì tôi luôn nói sai.,Overgeneralization,1
